"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Dopamine Set","HigherDOSE","HOLIDAY BUNDLE","2025-01-05",1,75,0,0,75,4.5,79.5,1,0
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-05",1,0,0,0,0,0,0,1,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-05",15,1125,-120,0,1005,64.4,1069.4,7,7
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-05",38,17222.05,-958.91,0,16263.14,1281.41,17544.55,25,12
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-05",8,5740.69,-314.55,0,5426.14,415.23,5841.37,6,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-05",6,382.95,-17.25,0,365.7,23.09,388.79,3,3
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-05",5,1745,-69.8,0,1675.2,126.47,1801.67,3,2
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-05",2,78,0,0,78,4.73,82.73,0,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-06",5,0,0,0,0,0,0,1,4
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-06",9,309.75,-24.5,0,285.25,23.46,308.71,6,3
"PEMF TESTER Magnet For PEMF Devices","HigherDOSE","Replacement Cord","2025-01-06",2,0,0,0,0,0,0,1,1
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-06",3,0,0,0,0,0,0,1,2
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",1,2239,0,0,2239,201.51,2440.51,1,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-01-06",4,196,-12.25,0,183.75,12.8,196.55,4,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-06",1,0,0,0,0,0,0,0,1
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-06",3,225,-11.25,0,213.75,20.84,234.59,1,2
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-06",12,17467,-812.55,-1036,15618.45,1235.61,16854.06,10,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",19,16500,0,-669,15831,1235.94,17066.94,18,2
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-01-06",2,178,-13.35,0,164.65,14.06,178.71,1,1
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",10,7190,0,0,7190,532.6,7722.6,7,3
"(GWP) Infrared Sauna Blanket Colored Insert","HigherDOSE","Accessories","2025-01-06",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-06",2,0,0,0,0,0,0,0,2
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",7,10552,0,-1037,9515,621.56,10136.56,6,2
"(Z) Detox Drops","HigherDOSE","Comp","2025-01-06",5,0,0,0,0,0,0,0,1
"(Z) Red Light Hat","HigherDOSE",,"2025-01-06",2,0,0,0,0,0,0,1,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-06",6,0,0,0,0,0,0,1,5
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-06",1,50,0,0,50,0,50,0,1
"(Z) HigherDOSE Mat Bag","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-06",3,0,0,0,0,0,0,3,0
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-06",8,5651,-489.3,0,5161.7,412.89,5574.59,7,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-06",43,20274.79,-1114.01,-718.4,18442.38,1291.48,19733.86,28,16
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-06",12,1348,-75.65,0,1272.35,101.28,1373.63,7,5
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-06",27,21095,-1819.55,0,19275.45,1435.62,20711.07,22,5
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-06",2,0,0,0,0,0,0,0,2
"HighDration Kit","HigherDOSE","Brush","2025-01-06",0,147,-98,0,49,2.94,51.94,1,2
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",6,5173,0,-606,4567,327.56,4894.56,4,3
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",1,2399,0,0,2399,204.52,2603.52,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-06",5,345,-10.35,0,334.65,27.94,362.59,3,2
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-06",3,1674,0,0,1674,125.56,1799.56,1,2
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-06",3,0,0,0,0,0,0,3,0
"Add-on Red Light Panel","HigherDOSE",,"2025-01-06",1,1599,-100,0,1499,104.93,1603.93,0,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-06",2,78,0,0,78,2.73,80.73,1,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-06",8,2785.74,-173.25,0,2612.49,185.04,2797.53,5,3
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-01-06",1,0,0,0,0,0,0,1,0
"Detox Drops","HigherDOSE","Consumables","2025-01-06",6,169.65,-10.15,0,159.5,5.51,165.01,3,2
"High-Dration Powder","HigherDOSE","Consumables","2025-01-06",11,405.6,-27.49,0,378.11,21.12,399.23,3,6
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-06",3,327,0,0,327,20.98,347.98,2,1
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-06",35,12165.24,-1164.63,0,11000.61,780.05,11780.66,28,7
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-06",12,900,-63.75,0,836.25,67.72,903.97,8,4
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-06",3,230.72,-36.29,0,194.43,9.66,204.09,1,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-06",19,862.5,-39.45,0,823.05,61.56,884.61,7,5
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-01-06",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-06",7,470.8,-13.8,0,457,37.51,494.51,4,3
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",1,2092,0,0,2092,214.43,2306.43,1,0
"Recovery Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-06",1,1789,0,0,1789,169.95,1958.95,1,0
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-07",3,0,0,0,0,0,0,1,2
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",2,4478,0,0,4478,342.57,4820.57,1,1
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-01-07",2,198,-9.9,0,188.1,15.17,203.27,1,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",5,7914,0,-1037,6877,426.18,7303.18,6,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-07",23,9074,-750.35,-907.4,7416.25,500.64,7916.89,24,2
"HighDration Kit","HigherDOSE","Brush","2025-01-07",-2,0,0,0,0,0,0,0,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-07",20,2200,-387.25,0,1812.75,136.63,1949.38,12,5
"(Z) HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-07",2,218,0,0,218,20.28,238.28,0,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-07",6,0,0,0,0,0,0,3,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-01-07",6,0,0,0,0,0,0,2,4
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",1,889,0,0,889,74.45,963.45,1,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-07",3,207,-17.25,0,189.75,13.48,203.23,2,1
"(Z) EMF BLOCKING FANNY PACK","HigherDOSE","Accessories","2025-01-07",3,0,0,0,0,0,0,1,1
"(Z) Sweat Band","HigherDOSE","Accessories","2025-01-07",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-01-07",5,0,0,0,0,0,0,1,3
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",4,2876,0,0,2876,234.95,3110.95,4,0
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"(Z) Detox Drops","HigherDOSE","Comp","2025-01-07",3,0,0,0,0,0,0,1,2
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-07",7,525,-87.05,0,437.95,38.96,476.91,2,4
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",18,16500,-46.2,-1338,15115.8,1089.33,16205.13,17,3
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-01-07",1,0,0,0,0,0,0,0,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-07",9,3118.42,-555.01,0,2563.41,227.51,2790.92,5,4
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-07",2,50,0,0,50,0,50,1,1
"Detox Drops","HigherDOSE","Consumables","2025-01-07",9,256.65,-25.13,0,231.52,11.2,242.72,1,5
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-07",9,0,0,0,0,0,0,3,6
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-07",36,17082.9,-1216.48,-835.22,15031.2,1095.54,16126.74,28,9
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-07",4,296,-47.4,0,248.6,17.81,266.41,1,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-07",16,879.9,-185.7,0,694.2,53.54,747.74,3,11
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-07",6,204.75,-31.07,0,173.68,13.02,186.7,1,4
"(Z) Soak Salt Mini","HigherDOSE","Body Care","2025-01-07",20,0,0,0,0,0,0,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-07",10,13617.47,-1171.04,0,12446.43,805.24,13251.67,7,3
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-07",3,0,0,0,0,0,0,1,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-07",12,0,0,0,0,0,0,3,9
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",4,2436,0,0,2436,185.74,2621.74,3,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-07",4,0,0,0,0,0,0,0,4
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"High-Dration Powder","HigherDOSE","Consumables","2025-01-07",7,273,-25.58,0,247.42,15.01,262.43,0,5
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",1,169,0,0,169,11.83,180.83,0,1
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",2,4798,0,0,4798,372.45,5170.45,2,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-07",6,417.21,-31.69,0,385.52,39.79,425.31,1,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-07",7,526.2,-52.47,-55.2,418.53,33.82,452.35,4,4
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-07",5,2790,0,0,2790,224.34,3014.34,4,1
"eGift Card","Giftwizard","Gift Card","2025-01-07",1,449,0,0,449,0,449,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-07",11,7925,-722.6,0,7202.4,533.78,7736.18,9,2
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-07",4,0,0,0,0,0,0,1,3
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-07",2,0,0,0,0,0,0,2,0
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","HigherDOSE","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-07",7,5912,0,-606,5306,400.09,5706.09,5,3
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-07",4,156,-9.75,0,146.25,11.62,157.87,2,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-07",29,21941.03,-2607.38,0,19333.65,1362.45,20696.1,23,6
"(GWP) Infrared Sauna Blanket Colored Insert","HigherDOSE","Accessories","2025-01-07",1,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-07",2,50,0,0,50,3.63,53.63,0,2
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-01-07",2,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-07",5,0,0,0,0,0,0,3,1
"SweatBand","HigherDOSE","Accessories","2025-01-07",3,147,-24.5,0,122.5,9.76,132.26,1,2
"(Z) Red Light Hat","HigherDOSE",,"2025-01-07",1,0,0,0,0,0,0,0,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-07",5,352.5,-17.05,0,335.45,21.25,356.7,2,3
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",2,1827,-72,-537,1218,67.87,1285.87,3,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-08",9,7876.44,-935.42,-4129.92,2811.1,297.07,3108.17,19,4
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"HighDration Kit","HigherDOSE","Brush","2025-01-08",-20,0,0,-98,-98,-2.94,-100.94,0,0
"(Z) Red Light Hat","HigherDOSE",,"2025-01-08",3,0,0,0,0,0,0,2,1
"Recovery Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",1,1789,0,0,1789,147.59,1936.59,1,0
"(Z) EMF BLOCKING FANNY PACK","HigherDOSE","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-08",3,0,0,0,0,0,0,3,0
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-01-08",2,189.83,0,0,189.83,17.32,207.15,1,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-08",3,225,-22.5,0,202.5,15.1,217.6,2,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-08",2,78,0,0,78,5.51,83.51,0,2
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-01-08",2,0,0,0,0,0,0,0,2
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-08",8,541.65,-37.95,0,503.7,36.17,539.87,4,4
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-01-08",3,0,0,0,0,0,0,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-08",4,355,-11.85,-63.2,279.95,17.65,297.6,4,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-08",6,447.15,0,-31.2,415.95,39.35,455.3,2,4
"(Z) Sweat Band","HigherDOSE","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) HIGH MAINTENANCE Cleaner (Refill)","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-08",2,105,0,-28,77,5.63,82.63,1,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-08",-1,1116,0,-1674,-558,-28.88,-586.88,2,0
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-08",2,0,0,0,0,0,0,0,2
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",4,6595,0,-1037,5558,423.58,5981.58,5,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",-7,5775,-156,-9526,-3907,-354.49,-4261.49,7,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-08",4,345,-10.35,-55.2,279.45,20.19,299.64,3,2
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",2,338,0,0,338,29.33,367.33,2,0
"High-Dration Powder","HigherDOSE","Consumables","2025-01-08",3,111.15,-11.7,0,99.45,8.47,107.92,0,3
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Soak Salt Mini","HigherDOSE","Body Care","2025-01-08",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-08",10,21422.46,-1600.12,-6606.2,13216.14,1032.06,14248.2,15,1
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",0,719,0,-627,92,-5.26,86.74,1,0
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-01-08",3,147,0,0,147,9.8,156.8,2,1
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-08",2,218,0,0,218,15.66,233.66,1,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-08",2,50,0,0,50,0,50,0,2
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-08",6,7925,-518.8,-2796,4610.2,354.15,4964.35,6,4
"(POS) HighDration Kit","HigherDOSE","Brush","2025-01-08",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner (Refill)","HigherDOSE","Accessories","2025-01-08",1,58.65,0,0,58.65,6.02,64.67,0,1
"Detox Drops","HigherDOSE","Consumables","2025-01-08",-3,0,0,-69.6,-69.6,-3.73,-73.33,0,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-08",5,330.75,-29.62,0,301.13,20.44,321.57,4,1
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",1,2399,0,0,2399,216.99,2615.99,1,0
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-08",4,2094,-261.75,-558.4,1273.85,63.74,1337.59,6,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-08",3,0,0,0,0,0,0,0,3
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-08",13,2349.86,-110.65,-566.1,1673.11,141.39,1814.5,12,5
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-08",4,0,0,0,0,0,0,1,0
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-08",3,0,0,0,0,0,0,0,3
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-08",11,18663.39,-2110.94,-7625.6,8926.85,712.09,9638.94,21,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-08",25,13087.07,-638.51,-1526.6,10921.96,757.83,11679.79,19,9
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",5,5173,-75,-1245,3853,254.05,4107.05,5,2
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-08",1,50,0,0,50,0,50,0,1
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-01-08",-1,0,0,-79.2,-79.2,-5.25,-84.45,0,0
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-08",1,889,0,0,889,55.56,944.56,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-08",25,0,0,0,0,0,0,3,19
"PEMF TESTER Magnet For PEMF Devices","HigherDOSE","Replacement Cord","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Detox Drops","HigherDOSE","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Add-on Red Light Panel","HigherDOSE",,"2025-01-09",1,1599,-200,0,1399,115.42,1514.42,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-09",27,13491.97,-1189.85,-1077.6,11224.52,968.16,12192.68,14,13
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-09",3,0,0,0,0,0,0,1,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-09",4,316,-75.05,0,240.95,18.75,259.7,1,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-09",7,453,-82.35,0,370.65,27.88,398.53,2,3
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",6,11550,0,-5352,6198,332.05,6530.05,11,3
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-09",3,5769,-393.3,-2843.2,2532.5,180.49,2712.99,5,3
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-09",7,525,-15,0,510,38.97,548.97,3,4
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-09",2,0,0,0,0,0,0,0,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-09",15,7308.99,-711.96,-1672.32,4924.71,334.87,5259.58,17,4
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-09",3,0,0,0,0,0,0,1,2
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-09",2,78,0,0,78,7.13,85.13,2,0
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-09",2,0,0,0,0,0,0,1,1
"(Z) Detox Drops","HigherDOSE","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-09",1,0,0,0,0,0,0,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-09",4,140,-19.25,0,120.75,8.74,129.49,1,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-09",1,50,0,0,50,0,50,1,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-01-09",3,0,0,0,0,0,0,1,1
"Detox Drops","HigherDOSE","Consumables","2025-01-09",3,82.65,-4.35,0,78.3,0,78.3,2,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-09",2,1674,0,-558,1116,100.46,1216.46,2,1
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-09",1,69,0,0,69,4.08,73.08,1,0
"(Z) Red Light Hat","HigherDOSE",,"2025-01-09",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-09",9,621,-62.1,0,558.9,41.32,600.22,3,5
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-09",10,1986.13,-112.76,-642.3,1231.07,83.75,1314.82,8,7
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-09",8,0,0,0,0,0,0,1,5
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",5,3595,-92,0,3503,277.82,3780.82,4,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-09",2,61.5,0,0,61.5,0,61.5,1,1
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",-1,0,0,-2092,-2092,-167.36,-2259.36,0,0
"Recovery Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",0,1789,0,-1569,220,40.35,260.35,1,0
"Dopamine Set","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",1,75,0,0,75,5.82,80.82,0,1
"High-Dration Powder","HigherDOSE","Consumables","2025-01-09",4,156,-17.55,0,138.45,4.14,142.59,3,0
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-09",1,109,0,0,109,6.92,115.92,0,1
"SweatBand","HigherDOSE","Accessories","2025-01-09",1,49,0,0,49,2.9,51.9,1,0
"Hyperice Normatec 3 Legs","HigherDOSE",,"2025-01-09",1,799,-239.7,0,559.3,46.15,605.45,0,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-09",2,0,0,0,0,0,0,1,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",4,4434,-81.29,-1212,3140.71,261.15,3401.86,5,1
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-09",2,1218,0,0,1218,105.97,1323.97,1,1
"(Z) Sweat Band","HigherDOSE","Accessories","2025-01-09",3,0,0,0,0,0,0,1,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-09",4,265.65,0,0,265.65,18.24,283.89,0,4
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-01-09",3,0,0,0,0,0,0,1,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-09",2,1047,-314.1,-349,383.9,32.28,416.18,1,1
