"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Wind It Down Ritual","Rituals & Kits","2025-05-03",1,159,0,0,159,14.12,173.12,1,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-03",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-03",42,14658,-2722.2,0,11935.8,831.78,12767.58,36,6
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-03",1,89,-17.8,0,71.2,7.03,78.23,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-03",15,1475,-294.9,0,1180.1,83.36,1263.46,9,4
"High Maintenance Cleaner","Tools & Accessories","2025-05-04",3,207,-27.6,0,179.4,9.91,189.31,3,0
"Turn Me on Kit","Rituals & Kits","2025-05-04",4,2796,-18.75,0,2777.25,246.19,3023.44,4,0
"Mask - Replacement Cord","Replacement Cord","2025-05-04",3,50,0,0,50,4.88,54.88,0,2
"Infrared Sauna Blanket","Infrared Sauna","2025-05-04",24,17812.97,-3120.46,0,14692.51,1086.28,15778.79,21,3
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-04",9,675,-91.57,0,583.43,44.69,628.12,4,5
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-04",3,1674,0,0,1674,115.79,1789.79,2,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-04",80,27933.61,-5170.12,0,22763.49,1663,24426.49,61,17
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-05-04",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-04",18,2159.11,-557.52,0,1601.59,118.35,1719.94,8,6
"Wind It Down Ritual","Rituals & Kits","2025-05-04",4,636,0,0,636,38.25,674.25,2,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-04",6,210,-84.21,0,125.79,9.96,135.75,0,6
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-04",2,0,0,0,0,0,0,1,1
"Infrared PEMF Go Mat","PEMF","2025-05-04",20,14275,-2703.4,0,11571.6,808.15,12379.75,13,7
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-04",6,5411,-55.7,-773,4582.3,344.99,4927.29,5,2
"Sauna Blanket Bag","Tools & Accessories","2025-05-04",3,297,-59.4,0,237.6,19.71,257.31,3,0
"High-Dration Powder","Infrared Sauna","2025-05-04",14,540.15,-78,0,462.15,7.48,469.63,2,8
"Dopamine Set","Rituals & Kits","2025-05-04",1,75,0,0,75,4.13,79.13,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-04",29,1810.05,-319.9,0,1490.15,110.81,1600.96,9,14
"Red Light Hat","Hair Care","2025-05-04",72,32489.69,-5689.73,0,26799.96,2130.88,28930.84,56,14
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-04",3,0,0,0,0,0,0,0,1
"The Sweat it Out Ritual","Rituals & Kits","2025-05-04",6,4104,-61.82,0,4042.18,204.04,4246.22,5,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-04",7,483,-98.04,0,384.96,27.84,412.8,1,6
"Light-Activated Glow Serum","Face & Neck","2025-05-04",21,1449,-332.37,0,1116.63,76.27,1192.9,6,12
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-05-04",2,153.99,0,0,153.99,12.7,166.69,0,0
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-05-04",2,318,-63.6,0,254.4,21.3,275.7,1,1
"SweatBand","Tools & Accessories","2025-05-04",4,196,-39.65,0,156.35,11.99,168.34,1,3
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-04",16,21115,-3705,0,17410,1250.92,18660.92,13,3
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-04",5,3045,-45.7,0,2999.3,177.63,3176.93,3,2
"Detox Drops","Lymphatic","2025-05-04",8,218.95,-29,0,189.95,6.41,196.36,1,5
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-04",18,1350,-240.69,0,1109.31,78.46,1187.77,10,7
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-04",7,8603,0,0,8603,623.72,9226.72,6,1
"Daily Dose Ritual","Body Care","2025-05-04",4,436,-65,0,371,28.64,399.64,0,4
"HighDration Kit","Tools & Accessories","2025-05-04",1,49,-9.8,0,39.2,3.92,43.12,0,1
"The Supermom Bundle","Rituals & Kits","2025-05-04",2,1734,0,0,1734,125.94,1859.94,1,1
"(Z) Glow Serum","Comp","2025-05-04",1,0,0,0,0,0,0,1,0
"Red Light Starter Kit","Rituals & Kits","2025-05-04",11,7392,0,0,7392,563.76,7955.76,7,3
"Best Seller Bundle","Rituals & Kits","2025-05-04",3,6282,0,0,6282,372.42,6654.42,3,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-04",7,4858,-33.75,0,4824.25,320.72,5144.97,3,4
"Recovery Bundle","HOLIDAY BUNDLE","2025-05-04",3,5037,-33.75,0,5003.25,429.57,5432.82,2,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-04",11,809,-149.6,0,659.4,49.64,709.04,7,4
"Epic Bundle","Rituals & Kits","2025-05-04",1,1199,0,0,1199,112.41,1311.41,0,1
"Endorphin Kit","Rituals & Kits","2025-05-04",2,318,0,0,318,15.9,333.9,1,1
"Red Light Neck Enhancer","Face & Neck","2025-05-04",13,4559.84,-911.97,0,3647.87,247.74,3895.61,7,6
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-04",1,89,-17.8,0,71.2,7.12,78.32,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-05",1,39,-7.8,0,31.2,3.18,34.38,1,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-05",3,0,0,0,0,0,0,0,3
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-05",11,14877,-2296.3,0,12580.7,1012.85,13593.55,8,2
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-05",3,1827,0,0,1827,127.89,1954.89,2,1
"SweatBand","Tools & Accessories","2025-05-05",5,245,-39.2,0,205.8,15.63,221.43,2,3
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-05-05",1,0,0,0,0,0,0,1,0
"(Z) Infrared PEMF Go Mat","Comp","2025-05-05",13,0,0,0,0,0,0,3,0
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-05-05",1,99,0,0,99,4.95,103.95,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-05",8,9832,-50,0,9782,788.2,10570.2,8,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-05",6,450,-83.6,0,366.4,25.51,391.91,4,2
"DealMoon Bundle","HOLIDAY BUNDLE","2025-05-05",2,730,0,0,730,45.08,775.08,2,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-05-05",6,0,0,0,0,0,0,1,0
"Detox Drops","Lymphatic","2025-05-05",4,116,-23.2,0,92.8,0,92.8,0,2
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-05-05",11,0,0,0,0,0,0,2,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-05-05",5,0,0,0,0,0,0,2,2
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-05",2,0,0,0,0,0,0,0,2
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-05",1,0,0,0,0,0,0,0,1
"(Z) Red Light Hat",,"2025-05-05",20,0,0,0,0,0,0,1,1
"The Supermom Bundle","Rituals & Kits","2025-05-05",3,2601,0,0,2601,209.17,2810.17,3,0
"(Z) High-Dration Powder","Comp","2025-05-05",1,0,0,0,0,0,0,0,1
"LED RED Light Face Mask Straps","Replacement Parts","2025-05-05",1,0,0,0,0,0,0,1,0
"Endorphin Kit","Rituals & Kits","2025-05-05",1,159,0,0,159,14.55,173.55,0,1
"Recovery Bundle","HOLIDAY BUNDLE","2025-05-05",6,10074,-110.18,0,9963.82,706,10669.82,4,2
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-05",5,375,-66.01,0,308.99,20.89,329.88,3,2
"Red Light Starter Kit","Rituals & Kits","2025-05-05",5,3360,-33.6,0,3326.4,286.56,3612.96,4,1
"Best Seller Bundle","Rituals & Kits","2025-05-05",1,2094,0,0,2094,175.37,2269.37,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-05",5,3470,-54.2,0,3415.8,216.5,3632.3,3,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-05",2,150,-38.64,0,111.36,7.34,118.7,0,2
"Turn Me on Kit","Rituals & Kits","2025-05-05",2,1398,0,0,1398,117.08,1515.08,2,0
"Mask - Replacement Cord","Replacement Cord","2025-05-05",1,0,0,0,0,0,0,0,1
"(Z) Detox Drops","Comp","2025-05-05",10,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-05",18,14276,-2690.79,-524.25,11060.96,871.98,11932.94,15,4
"High Maintenance Cleaner","Tools & Accessories","2025-05-05",1,69,-13.8,0,55.2,3.66,58.86,1,0
"(Z) Glow Serum","Comp","2025-05-05",11,0,0,0,0,0,0,1,1
"Wind It Down Ritual","Rituals & Kits","2025-05-05",3,477,-3.09,0,473.91,35.73,509.64,3,0
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-05",6,199.5,-14.67,0,184.83,12.3,197.13,4,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-05",25,0,0,0,0,0,0,4,2
"(Z) Red Light Neck Enhancer","Comp","2025-05-05",10,0,0,0,0,0,0,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-05",59,20581.59,-3592.82,0,16988.77,1258.33,18247.1,46,13
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-05",13,1158.42,-223.58,0,934.84,68.88,1003.72,6,7
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-05",5,2790,0,0,2790,159.18,2949.18,4,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-05",9,0,0,0,0,0,0,2,2
"(Z) Soak Salt Mini","Body Care","2025-05-05",200,0,0,0,0,0,0,1,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-05",1,0,0,0,0,0,0,0,1
"Red Light Neck Enhancer","Face & Neck","2025-05-05",8,2792,-518.8,0,2273.2,201,2474.2,4,4
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-05",12,9276,-27.49,0,9248.51,720.86,9969.37,10,2
"Add-on Red Light Panel",,"2025-05-05",1,1599,-100,0,1499,116.18,1615.18,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-05-05",4,420.2,-84.04,0,336.16,16.83,352.99,1,3
"Infrared PEMF Go Mat","PEMF","2025-05-05",11,7866,-1434.1,0,6431.9,465.29,6897.19,9,2
"Ultimate Biohacking Bundle","Rituals & Kits","2025-05-05",2,5558,0,0,5558,368.22,5926.22,2,0
"The Sweat it Out Ritual","Rituals & Kits","2025-05-05",8,5472,-18.75,0,5453.25,395.18,5848.43,8,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-05",6,434.29,-86.86,0,347.43,18.48,365.91,3,3
"Light-Activated Glow Serum","Face & Neck","2025-05-05",14,945.3,-114.42,0,830.88,54.09,884.97,8,5
"Red Light Hat","Hair Care","2025-05-05",38,17741.79,-2893.21,-359.2,14489.38,1059.85,15549.23,26,12
"(Z) DailyDOSE Water Bottle","Accessories","2025-05-05",100,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-05",2,0,0,0,0,0,0,1,1
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-05",3,0,0,0,0,0,0,0,3
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-05",11,909,-113.25,0,795.75,63.02,858.77,5,4
"High-Dration Powder","Infrared Sauna","2025-05-05",4,150.15,-16.36,0,133.79,0,133.79,1,2
"(Z) Sweat Band","Accessories","2025-05-05",1,0,0,0,0,0,0,0,1
"Daily Dose Ritual","Body Care","2025-05-05",2,218,0,0,218,19.08,237.08,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-06",45,15709.97,-1976.33,0,13733.64,951.76,14685.4,41,4
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-06",15,1701.33,-288.44,-89,1323.89,96.38,1420.27,9,6
"Wind It Down Ritual","Rituals & Kits","2025-05-06",1,169,0,0,169,13.94,182.94,0,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-06",2,70,0,0,70,4.55,74.55,2,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-06",7,0,0,0,0,0,0,1,3
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-06",1,89,-17.8,0,71.2,6.63,77.83,1,0
"Red Light Neck Enhancer","Face & Neck","2025-05-06",3,1047,-239.6,0,807.4,75.78,883.18,1,2
"(Z) Infrared Sauna Blanket","Comp","2025-05-06",2,0,0,0,0,0,0,1,0
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-06",4,2232,-112.5,0,2119.5,177.78,2297.28,2,2
"Turn Me on Kit","Rituals & Kits","2025-05-06",0,699,0,-699,0,10.49,10.49,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-06",19,14016.21,-2109.29,0,11906.92,969.55,12876.47,19,0
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-06",1,75,-7.5,0,67.5,4.47,71.97,1,0
"High Maintenance Cleaner","Tools & Accessories","2025-05-06",2,138,-13.8,0,124.2,11.67,135.87,0,2
"(Z) Glow Serum","Comp","2025-05-06",11,0,0,0,0,0,0,2,0
"Red Light Hat","Hair Care","2025-05-06",26,11887.63,-1602.03,0,10285.6,745.6,11031.2,21,4
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-06",1,0,0,0,0,0,0,1,0
"Ultimate Biohacking Bundle","Rituals & Kits","2025-05-06",1,2779,0,0,2779,277.9,3056.9,1,0
"The Sweat it Out Ritual","Rituals & Kits","2025-05-06",3,2052,-36.5,0,2015.5,153.59,2169.09,2,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-06",6,414,-85.99,0,328.01,23.39,351.4,2,4
"Light-Activated Glow Serum","Face & Neck","2025-05-06",8,552,-72.45,0,479.55,36.03,515.58,4,3
"eGift Card","Gift Card","2025-05-06",2,300,0,0,300,0,300,1,0
"High-Dration Powder","Infrared Sauna","2025-05-06",0,105.3,0,-99.45,5.85,-2.98,2.87,0,3
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-06",2,50,0,0,50,4.88,54.88,0,2
"Daily Dose Ritual","Body Care","2025-05-06",1,109,0,0,109,8.82,117.82,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-06",20,918.6,-78.38,0,840.22,50.36,890.58,7,8
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-05-06",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","Rituals & Kits","2025-05-06",0,2391,0,-2391,0,68.74,68.74,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-06",8,6340,0,0,6340,421.33,6761.33,8,0
"Sauna Blanket Bag","Tools & Accessories","2025-05-06",2,198,-39.6,0,158.4,15.14,173.54,1,1
"Infrared PEMF Go Mat","PEMF","2025-05-06",6,4333.31,-472.29,0,3861.02,337.08,4198.1,3,3
"(Z) Sauna Blanket Bag","Comp","2025-05-06",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-06",9,11151,0,0,11151,729.42,11880.42,6,3
"Detox Drops","Lymphatic","2025-05-06",2,58,-11.6,0,46.4,4.14,50.54,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-06",11,825,-59.2,0,765.8,59.51,825.31,8,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-05-06",4,0,0,0,0,0,0,2,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-06",6,8337.54,-922.3,0,7415.24,407.39,7822.63,5,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-06",2,1218,-69.41,0,1148.59,85.64,1234.23,0,2
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-06",1,39,0,0,39,2.73,41.73,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-05-06",3,0,0,0,0,0,0,1,0
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-05-06",1,129,0,0,129,5.16,134.16,0,1
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-05-06",1,159,-75,0,84,5.04,89.04,0,1
"SweatBand","Tools & Accessories","2025-05-06",7,343,-40.7,0,302.3,22.1,324.4,4,3
"(Z) High-Dration Powder","Comp","2025-05-06",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","Rituals & Kits","2025-05-06",1,1391,-12.5,-672,706.5,58.3,764.8,2,0
"Best Seller Bundle","Rituals & Kits","2025-05-06",1,2094,0,0,2094,157.05,2251.05,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-06",5,3470,0,0,3470,268.96,3738.96,3,2
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-06",2,138,-27.6,0,110.4,5.61,116.01,0,2
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-06",1,0,0,0,0,0,0,0,1
"The Supermom Bundle","Rituals & Kits","2025-05-06",4,3525,0,0,3525,304.62,3829.62,2,2
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-07",5,375,-90.96,0,284.04,22.92,306.96,2,3
"Detox Drops","Lymphatic","2025-05-07",1,53.65,-11.54,-23.2,18.91,0.19,19.1,0,2
"Daily Dose Ritual","Body Care","2025-05-07",1,109,-29.5,0,79.5,4.37,83.87,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-07",12,15828,-25,0,15803,1220.94,17023.94,11,1
"SweatBand","Tools & Accessories","2025-05-07",1,49,-4.9,0,44.1,3.42,47.52,1,0
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-05-07",2,0,0,0,0,0,0,1,1
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-05-07",1,99,0,0,99,0,99,0,1
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-05-07",1,159,-159,0,0,0,0,1,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-07",1,39,0,0,39,3.22,42.22,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-07",2,5180,-647.5,-2395.75,2136.75,164.47,2301.22,3,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-07",2,1218,0,0,1218,88.3,1306.3,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-07",0,59,0,-59,0,1.07,1.07,1,0
"Red Light Starter Kit","Rituals & Kits","2025-05-07",1,719,0,0,719,56.08,775.08,1,0
"Best Seller Bundle","Rituals & Kits","2025-05-07",1,2239,0,0,2239,173.53,2412.53,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-07",3,2217,-18.75,0,2198.25,172.37,2370.62,2,1
"(Z) High-Dration Powder","Comp","2025-05-07",5,0,0,0,0,0,0,1,0
"Red Light Neck Enhancer","Face & Neck","2025-05-07",4,1396,-152.35,0,1243.65,98.46,1342.11,1,3
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-07",1,89,0,0,89,7.34,96.34,1,0
"Epic Bundle","Rituals & Kits","2025-05-07",1,1199,0,0,1199,116.91,1315.91,1,0
"HighDration Kit","Tools & Accessories","2025-05-07",2,98,-49,0,49,4.04,53.04,1,1
"(Z) Red Light Hat",,"2025-05-07",1,0,0,0,0,0,0,0,1
"The Supermom Bundle","Rituals & Kits","2025-05-07",1,924,0,0,924,64.68,988.68,1,0
"(Z) Glow Serum","Comp","2025-05-07",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-05-07",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-07",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-07",7,3906,0,0,3906,271.47,4177.47,7,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-07",2,0,0,0,0,0,0,0,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-07",2,70,-12.69,0,57.31,4.72,62.03,1,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-07",11,0,0,0,0,0,0,1,8
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-07",40,14204.3,-1206.43,-296.65,12701.22,854.28,13555.5,34,7
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-07",4,496,-40.7,0,455.3,36.97,492.27,2,2
"High Maintenance Cleaner","Tools & Accessories","2025-05-07",4,255.3,-18.75,0,236.55,16.88,253.43,2,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-07",4,277.5,-27.21,0,250.29,19.73,270.02,1,3
"Turn Me on Kit","Rituals & Kits","2025-05-07",2,2235,0,-745,1490,101.51,1591.51,2,1
"Mask - Replacement Cord","Replacement Cord","2025-05-07",1,0,0,0,0,0,0,0,1
"(Z) Detox Drops","Comp","2025-05-07",2,0,0,0,0,0,0,1,1
"Infrared Sauna Blanket","Infrared Sauna","2025-05-07",7,5271.87,-420.05,0,4851.82,291.84,5143.66,7,0
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-07",3,100,0,0,100,7.44,107.44,0,3
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-07",9,447.6,-97.25,0,350.35,25.75,376.1,4,4
"High-Dration Powder","Infrared Sauna","2025-05-07",1,33.15,0,0,33.15,2.95,36.1,0,1
"The Sweat it Out Ritual","Rituals & Kits","2025-05-07",3,2187,0,0,2187,172.23,2359.23,3,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-07",5,345,-10.35,0,334.65,25.39,360.04,4,1
"Light-Activated Glow Serum","Face & Neck","2025-05-07",9,610.65,-76.67,0,533.98,39.38,573.36,3,6
"Red Light Hat","Hair Care","2025-05-07",13,8396.3,-628.6,-2357.25,5410.45,381.18,5791.63,18,1
"Oxytocin Kit","Rituals & Kits","2025-05-07",1,137,0,0,137,11.3,148.3,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-07",1,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","PEMF","2025-05-07",3,2855,-174.75,-594.15,2086.1,128.48,2214.58,3,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-07",4,4950,0,-1650,3300,278.25,3578.25,5,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-05-07",1,0,0,0,0,0,0,1,0
"Detox Drops","Lymphatic","2025-05-08",7,203,-41.13,0,161.87,7.44,169.31,2,2
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-05-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-08",7,525,-53.19,0,471.81,35.61,507.42,4,2
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-05-08",1,0,0,0,0,0,0,1,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-08",3,5276,0,-1319,3957,280.29,4237.29,3,1
"Daily Dose Ritual","Body Care","2025-05-08",2,218,-100,0,118,11.44,129.44,0,2
"(Z) Infrared PEMF Go Mat","Comp","2025-05-08",2,0,0,0,0,0,0,2,0
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-05-08",1,0,0,0,0,0,0,0,1
"SweatBand","Tools & Accessories","2025-05-08",2,98,-17.15,0,80.85,5.68,86.53,2,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-08",1,609,-36.1,0,572.9,40.1,613,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-08",8,9971.5,-777,0,9194.5,617.08,9811.58,7,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-08",2,0,0,0,0,0,0,1,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-08",2,78,-19.5,0,58.5,4.69,63.19,0,2
"Red Light Starter Kit","Rituals & Kits","2025-05-08",1,719,0,0,719,47.63,766.63,1,0
"(Z) Glow Serum","Comp","2025-05-08",6,0,0,0,0,0,0,5,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-08",1,739,0,0,739,63.18,802.18,0,1
"Best Seller Bundle","Rituals & Kits","2025-05-08",3,6717,0,0,6717,456.31,7173.31,3,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-08",1,79,0,0,79,8.3,87.3,1,0
"(Z) HigherDOSE Mat Cover","Comp","2025-05-08",3,0,0,0,0,0,0,2,1
"Epic Bundle","Rituals & Kits","2025-05-08",1,1199,0,0,1199,71.94,1270.94,1,0
"Endorphin Kit","Rituals & Kits","2025-05-08",1,159,0,0,159,9.54,168.54,1,0
"Red Light Neck Enhancer","Face & Neck","2025-05-08",2,698,-134.9,0,563.1,41.8,604.9,1,1
"The Supermom Bundle","Rituals & Kits","2025-05-08",1,924,0,0,924,71.61,995.61,1,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-08",1,50,0,0,50,3.13,53.13,0,1
"(Z) Red Light Hat",,"2025-05-08",4,0,0,0,0,0,0,3,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-05-08",5,0,0,0,0,0,0,4,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-08",4,2232,0,0,2232,164.89,2396.89,3,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-08",3,0,0,0,0,0,0,1,2
"(Z) Red Light Neck Enhancer","Comp","2025-05-08",1,0,0,0,0,0,0,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-08",21,7280.74,-1289.46,0,5991.28,502.44,6493.72,19,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-08",9,1081,-31.15,0,1049.85,75.72,1125.57,3,6
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-08",2,70,-58.47,0,11.53,1.07,12.6,0,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-08",7,0,0,0,0,0,0,7,0
"High Maintenance Cleaner","Tools & Accessories","2025-05-08",1,69,0,0,69,5.18,74.18,0,1
"Turn Me on Kit","Rituals & Kits","2025-05-08",2,1490,0,0,1490,106.16,1596.16,2,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-08",11,8258,-976.25,0,7281.75,551.28,7833.03,8,3
"(Z) Detox Drops","Comp","2025-05-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-08",3,213.75,-53.2,0,160.55,12.57,173.12,1,2
"(Z) HigherDOSE Mat Bag","Comp","2025-05-08",1,0,0,0,0,0,0,0,1
"High-Dration Powder","Infrared Sauna","2025-05-08",4,138.45,0,0,138.45,11.87,150.32,1,2
"(Z) Sweat Band","Accessories","2025-05-08",2,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-08",19,975.15,-285.85,0,689.3,49.93,739.23,3,11
"Red Light Hat","Hair Care","2025-05-08",21,9429,-629.9,0,8799.1,657.64,9456.74,18,3
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-08",8,0,0,0,0,0,0,2,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-08",1,69,-10.35,0,58.65,5.14,63.79,1,0
"Light-Activated Glow Serum","Face & Neck","2025-05-08",12,807.3,-161.21,0,646.09,39.28,685.37,5,4
