"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-23",3,0,0,0,0,0,0,0,3
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-23",2,178,-35.6,0,142.4,12.14,154.54,1,1
"Detox Drops","Lymphatic","2025-03-23",25,720.65,-139.2,0,581.45,19.99,601.44,4,12
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-23",30,2238.75,-398.5,0,1840.25,136.45,1976.7,13,16
"Red Light Neck Enhancer","Face & Neck","2025-03-23",13,4537,-937.6,0,3599.4,268.06,3867.46,5,8
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-23",10,12290,0,0,12290,812.38,13102.38,7,3
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-23",1,50,0,0,50,4.19,54.19,1,0
"Red Light Starter Kit","Rituals & Kits","2025-03-23",1,672,0,0,672,47.04,719.04,1,0
"Best Seller Bundle","Rituals & Kits","2025-03-23",1,2094,-31.25,0,2062.75,123.77,2186.52,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-23",9,6237,-25,0,6212,432.13,6644.13,5,4
"Daily Dose Ritual","Body Care","2025-03-23",6,654,-42.81,0,611.19,46.34,657.53,2,4
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-23",1,1678,0,0,1678,117.46,1795.46,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-23",12,837.95,-167.59,0,670.36,57.28,727.64,6,6
"Epic Bundle","Rituals & Kits","2025-03-23",1,1199,0,0,1199,71.94,1270.94,0,1
"Endorphin Kit","Rituals & Kits","2025-03-23",6,954,-76.95,0,877.05,63.35,940.4,2,4
"LED RED Light Face Mask Straps","Replacement Parts","2025-03-23",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","Tools & Accessories","2025-03-23",8,552,-128.13,0,423.87,30.89,454.76,2,6
"Turn Me on Kit","Rituals & Kits","2025-03-23",7,4893,-18.75,0,4874.25,313.1,5187.35,4,3
"Mask - Replacement Cord","Replacement Cord","2025-03-23",2,0,0,0,0,0,0,0,2
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-03-23",2,16998,-3883.31,0,13114.69,1123.51,14238.2,1,1
"Infrared Sauna Blanket","Infrared Sauna","2025-03-23",42,31821.11,-6394.22,0,25426.89,1659.91,27086.8,31,11
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-23",12,888.75,-165,0,723.75,55.49,779.24,3,8
"Oxytocin Kit","Rituals & Kits","2025-03-23",3,411,-36.7,0,374.3,23.48,397.78,2,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-23",4,2232,-97.75,0,2134.25,162.31,2296.56,4,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-23",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-23",72,25036.04,-4797.78,0,20238.26,1458.49,21696.75,66,5
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-23",29,3814.6,-717.12,0,3097.48,228.04,3325.52,14,14
"Dopamine Set","Rituals & Kits","2025-03-23",2,150,-17.37,0,132.63,10.84,143.47,1,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-23",9,309.75,-56,0,253.75,20.35,274.1,4,4
"Infrared PEMF Go Mat","PEMF","2025-03-23",27,19207.02,-3841.4,0,15365.62,1271.8,16637.42,14,13
"Best Seller Plus Bundle","Rituals & Kits","2025-03-23",2,4482,0,0,4482,380.97,4862.97,1,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-23",16,12368,-160.05,0,12207.95,983.84,13191.79,12,4
"Add-on Red Light Panel",,"2025-03-23",1,1599,-416.49,0,1182.51,112.35,1294.86,1,0
"Sauna Blanket Bag","Tools & Accessories","2025-03-23",4,396,-59.4,0,336.6,27.14,363.74,2,2
"High-Dration Powder","Infrared Sauna","2025-03-23",17,657.15,-124.8,0,532.35,35.91,568.26,5,7
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-23",45,2709.15,-521.46,0,2187.69,167.95,2355.64,12,16
"Red Light Hat","Hair Care","2025-03-23",67,30449.09,-5865.31,0,24583.78,1897.96,26481.74,40,26
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-23",14,959.05,-209.53,0,749.52,58.51,808.03,6,7
"Light-Activated Glow Serum","Face & Neck","2025-03-23",24,1656,-326.07,0,1329.93,95.17,1425.1,8,14
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-24",3,225,-22.05,0,202.95,17.35,220.3,0,3
"Turn Me on Kit","Rituals & Kits","2025-03-24",1,699,0,0,699,41.94,740.94,0,1
"Mask - Replacement Cord","Replacement Cord","2025-03-24",1,50,0,0,50,3.5,53.5,0,1
"(Z) Detox Drops","Comp","2025-03-24",-5,0,0,0,0,0,0,0,0
"Infrared Sauna Blanket","Infrared Sauna","2025-03-24",16,12375.26,-1927.4,0,10447.86,749.6,11197.46,14,2
"High Maintenance Cleaner","Tools & Accessories","2025-03-24",5,345,-88.75,0,256.25,23.28,279.53,1,4
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-24",6,199.5,-14,0,185.5,14.04,199.54,3,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-24",4,0,0,0,0,0,0,4,0
"(Z) Red Light Neck Enhancer","Comp","2025-03-24",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-24",27,9401.07,-1531.21,0,7869.86,559.28,8429.14,20,7
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-24",12,1490.06,-264.56,0,1225.5,91.45,1316.95,3,8
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-24",1,558,0,0,558,40.46,598.46,1,0
"(Z) Infrared Sauna Blanket","Comp","2025-03-24",2,0,0,0,0,0,0,1,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-24",2,0,0,0,0,0,0,0,2
"(Z) Glow Serum","Comp","2025-03-24",3,0,0,0,0,0,0,3,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-24",11,8503,0,0,8503,689.15,9192.15,10,0
"Sauna Blanket Bag","Tools & Accessories","2025-03-24",1,99,-19.8,0,79.2,4.75,83.95,0,1
"Best Seller Plus Bundle","Rituals & Kits","2025-03-24",1,2241,0,0,2241,193.28,2434.28,1,0
"Infrared PEMF Go Mat","PEMF","2025-03-24",8,6199.3,-1142,-559.2,4498.1,261.12,4759.22,6,3
"Ultimate Biohacking Bundle","Rituals & Kits","2025-03-24",1,2571,0,0,2571,226.26,2797.26,1,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-24",8,552,-69,0,483,37.19,520.19,7,0
"Light-Activated Glow Serum","Face & Neck","2025-03-24",8,552,-113.85,0,438.15,32.74,470.89,3,5
"Red Light Neck Enhancer","Face & Neck","2025-03-24",6,2415.93,-867.08,-279.2,1269.65,136.77,1406.42,5,2
"Red Light Hat","Hair Care","2025-03-24",22,10333.83,-1887.17,-399.95,8046.71,541.12,8587.83,13,10
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-24",1,89,-17.8,0,71.2,6.23,77.43,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-24",2,0,0,0,0,0,0,1,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-24",8,426.15,-92.1,0,334.05,25.94,359.99,3,4
"eGift Card","Gift Card","2025-03-24",3,550,0,0,550,0,550,1,1
"High-Dration Powder","Infrared Sauna","2025-03-24",8,306.15,-91.65,0,214.5,0,214.5,2,4
"(Z) Sweat Band","Accessories","2025-03-24",1,0,0,0,0,0,0,1,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-24",5,195,-39,0,156,11.66,167.66,2,3
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-24",2,0,0,0,0,0,0,0,2
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-24",10,13328.54,-2378.4,0,10950.14,526.21,11476.35,7,3
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-24",5,2875,0,0,2875,215.5,3090.5,3,2
"SweatBand","Tools & Accessories","2025-03-24",9,441,-142.41,0,298.59,23.64,322.23,4,5
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-03-24",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-03-24",1,0,0,0,0,0,0,1,0
"(Z) EMF BLOCKING FANNY PACK","Accessories","2025-03-24",2,0,0,0,0,0,0,1,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-24",2,3687,0,-1229,2458,153.64,2611.64,2,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-24",8,600,-161.53,0,438.47,36.36,474.83,2,6
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-24",1,0,0,0,0,0,0,1,0
"Detox Drops","Lymphatic","2025-03-24",9,261,-54.66,0,206.34,6.97,213.31,1,6
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-24",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Mat Bag","Comp","2025-03-24",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-24",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-03-24",3,0,0,0,0,0,0,2,1
"Glow Serum Sample Card ( 3 pouches in a sample card)",,"2025-03-24",0,0,0,0,0,0,0,0,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-24",1,51.03,0,0,51.03,6.63,57.66,0,1
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-03-24",1,7999,-1599.8,0,6399.2,433.95,6833.15,0,1
"Endorphin Kit","Rituals & Kits","2025-03-24",4,636,0,0,636,37.18,673.18,4,0
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-24",1,1678,-251.7,0,1426.3,135.5,1561.8,0,1
"Dopamine Set","Rituals & Kits","2025-03-24",1,75,0,0,75,4.69,79.69,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-24",5,355,-94.5,0,260.5,20.68,281.18,0,5
"Red Light Starter Kit","Rituals & Kits","2025-03-24",3,2063,0,0,2063,172.65,2235.65,1,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-24",4,2772,0,0,2772,231.29,3003.29,3,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-03-25",3,0,0,0,0,0,0,1,2
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-25",8,0,0,0,0,0,0,4,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-25",1,0,0,0,0,0,0,1,0
"Glow Serum Sample Card ( 3 pouches in a sample card)",,"2025-03-25",100,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2025-03-25",100,0,0,0,0,0,0,0,1
"(Z) Red Light Hat",,"2025-03-25",8,0,0,0,0,0,0,3,2
"Red Light Starter Kit","Rituals & Kits","2025-03-25",3,2016,-4.42,0,2011.58,151,2162.58,2,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-25",3,2171,0,0,2171,137.19,2308.19,3,0
"(Z) HigherDOSE Mat Cover","Comp","2025-03-25",30,0,0,0,0,0,0,3,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-25",3,217,-86.85,0,130.15,8.25,138.4,0,2
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-25",10,13029,-777,0,12252,955.2,13207.2,9,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-25",3,1793,-40.09,0,1752.91,68.17,1821.08,2,1
"(Z) Glow Serum","Comp","2025-03-25",2,0,0,0,0,0,0,1,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-25",1,39,0,0,39,2.07,41.07,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-25",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-03-25",5,0,0,0,0,0,0,1,1
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-03-25",2,153.99,0,0,153.99,10,163.99,0,0
"SweatBand","Tools & Accessories","2025-03-25",3,147,-3.22,0,143.78,7.16,150.94,1,2
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-03-25",2,0,0,0,0,0,0,1,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-25",7,8783,-8.08,0,8774.92,644.28,9419.2,7,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-25",1,89,-8.9,0,80.1,5.52,85.62,1,0
"Detox Drops","Lymphatic","2025-03-25",7,194.3,-8.7,0,185.6,3.93,189.53,1,6
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-25",1,0,0,0,0,0,0,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-25",7,525,-22.5,0,502.5,35.82,538.32,4,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-25",3,0,0,0,0,0,0,2,1
"Best Seller Plus Bundle","Rituals & Kits","2025-03-25",1,2391,0,0,2391,167.37,2558.37,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-25",6,4794,0,0,4794,320.68,5114.68,4,2
"Infrared PEMF Go Mat","PEMF","2025-03-25",1,2215,-256.45,-1272.18,686.37,67,753.37,2,1
"Red Light Hat","Hair Care","2025-03-25",6,5388,-179.6,-2614.15,2594.25,204.9,2799.15,10,2
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-03-25",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-25",5,0,0,0,0,0,0,1,2
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2025-03-25",2,0,0,0,0,0,0,1,1
"Light-Activated Glow Serum","Face & Neck","2025-03-25",6,393.3,-16.84,0,376.46,21.05,397.51,2,4
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-25",7,483,-111.93,0,371.07,26.67,397.74,3,2
"High-Dration Powder","Infrared Sauna","2025-03-25",2,66.3,0,0,66.3,5.47,71.77,0,2
"eGift Card","Gift Card","2025-03-25",1,50,0,0,50,0,50,1,0
"(Z) HigherDOSE Mat Bag","Comp","2025-03-25",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-25",12,516.3,-55.97,0,460.33,40.56,500.89,1,8
"Turn Me on Kit","Rituals & Kits","2025-03-25",1,745,0,0,745,52.15,797.15,1,0
"(Z) Detox Drops","Comp","2025-03-25",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","Replacement Cord","2025-03-25",3,50,0,0,50,4.44,54.44,0,3
"Infrared Sauna Blanket","Infrared Sauna","2025-03-25",6,7141.32,-358.66,-2068.35,4714.31,286.45,5000.76,7,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-25",7,502.5,-16.19,0,486.31,34.22,520.53,1,5
"High Maintenance Cleaner","Tools & Accessories","2025-03-25",1,58.65,0,0,58.65,6.02,64.67,0,1
"(Z) Red Light Neck Enhancer","Comp","2025-03-25",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-25",12,4886,-406.4,-610.75,3868.85,285,4153.85,12,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-25",0,89,-8.9,-89,-8.9,-1.38,-10.28,1,0
"Oxytocin Kit","Rituals & Kits","2025-03-25",2,274,0,0,274,19.83,293.83,0,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-25",1,35,-3.5,0,31.5,2.18,33.68,1,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-25",26,0,0,0,0,0,0,6,14
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-25",1,558,0,0,558,44.65,602.65,1,0
"(Z) Infrared Sauna Blanket","Comp","2025-03-25",12,0,0,0,0,0,0,4,7
"(Z) Soak Salt Mini","Body Care","2025-03-25",150,0,0,0,0,0,0,1,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-25",2,50,0,0,50,4.19,54.19,0,2
"Infrared PEMF Go Mat","PEMF","2025-03-26",5,3672,-481.6,0,3190.4,199.9,3390.3,2,3
"(Z) Glow Serum","Comp","2025-03-26",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-26",7,5775,0,0,5775,471.07,6246.07,6,1
"Sauna Blanket Bag","Tools & Accessories","2025-03-26",2,198,-24.75,0,173.25,12.8,186.05,2,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-03-26",2,0,0,0,0,0,0,0,2
"HighDration Kit","Tools & Accessories","2025-03-26",1,49,-7.35,0,41.65,2.5,44.15,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-26",6,288.15,-5.85,0,282.3,13.89,296.19,3,3
"High-Dration Powder","Infrared Sauna","2025-03-26",3,105.3,0,0,105.3,0,105.3,0,3
"Red Light Neck Enhancer","Face & Neck","2025-03-26",1,349,-34.9,0,314.1,0,314.1,0,1
"Light-Activated Glow Serum","Face & Neck","2025-03-26",2,106.95,0,0,106.95,5.21,112.16,1,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-26",4,276,-10.35,0,265.65,22.83,288.48,3,1
"Red Light Hat","Hair Care","2025-03-26",16,7184,-942.65,0,6241.35,497.6,6738.95,13,3
"High Maintenance Cleaner (Refill)","Accessories","2025-03-26",1,58.65,0,0,58.65,4.84,63.49,0,1
"Turn Me on Kit","Rituals & Kits","2025-03-26",1,745,-46,0,699,41.94,740.94,1,0
"(Z) Detox Drops","Comp","2025-03-26",1,0,0,0,0,0,0,1,0
"Mask - Replacement Cord","Replacement Cord","2025-03-26",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2025-03-26",10,7259.01,-633.35,0,6625.66,520,7145.66,10,0
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-26",2,1116,-111.6,0,1004.4,86.48,1090.88,1,1
"(Z) Infrared Sauna Blanket","Comp","2025-03-26",2,0,0,0,0,0,0,1,1
"Daily Dose Ritual","Body Care","2025-03-26",1,109,0,0,109,8.45,117.45,1,0
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-26",6,204.75,-8.75,0,196,14.7,210.7,3,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-26",3,0,0,0,0,0,0,1,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-26",12,4063.31,-241.3,0,3822.01,305.51,4127.52,10,2
"(Z) Red Light Neck Enhancer","Comp","2025-03-26",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-26",7,763,-22.25,0,740.75,52.74,793.49,3,4
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-26",1,50,0,0,50,5.1,55.1,0,1
"(Z) Red Light Hat",,"2025-03-26",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-26",1,0,0,0,0,0,0,1,0
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-26",2,3578,0,0,3578,129.7,3707.7,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-26",4,296,-13.8,0,282.2,16.37,298.57,4,0
"Red Light Starter Kit","Rituals & Kits","2025-03-26",5,3595,-37.8,0,3557.2,330.39,3887.59,3,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-26",2,1478,0,0,1478,57.28,1535.28,1,1
"Endorphin Kit","Rituals & Kits","2025-03-26",2,318,0,0,318,27.43,345.43,1,1
"SweatBand","Tools & Accessories","2025-03-26",4,196,-7.35,0,188.65,11.58,200.23,3,1
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-03-26",1,0,0,0,0,0,0,0,0
"(Z) Infrared PEMF Go Mat","Comp","2025-03-26",2,0,0,0,0,0,0,1,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-26",2,78,-12.7,0,65.3,5.06,70.36,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-26",1,50,0,0,50,2.38,52.38,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-26",5,6633,-671.2,0,5961.8,398.89,6360.69,3,2
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-26",1,609,0,0,609,36.54,645.54,1,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-26",7,502.5,0,0,502.5,37.5,540,2,5
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-26",5,0,0,0,0,0,0,1,0
"Detox Drops","Lymphatic","2025-03-26",3,87,-4.35,0,82.65,0,82.65,2,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-26",4,5276,0,0,5276,368.67,5644.67,2,2
"Red Light Starter Kit","Rituals & Kits","2025-03-27",1,719,0,0,719,55.73,774.73,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-27",1,739,0,0,739,37.91,776.91,0,1
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-27",3,5367,-57.1,0,5309.9,290.48,5600.38,2,1
"(Z) HigherDOSE Mat Cover","Comp","2025-03-27",3,0,0,0,0,0,0,1,1
"(Z) High-Dration Powder","Comp","2025-03-27",1,0,0,0,0,0,0,0,1
"LED RED Light Face Mask Straps","Replacement Parts","2025-03-27",1,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-27",3,150,0,0,150,10.13,160.13,1,2
"(Z) Red Light Hat",,"2025-03-27",1,0,0,0,0,0,0,1,0
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-03-27",1,8999,-1799.8,0,7199.2,431.95,7631.15,1,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-27",3,0,0,0,0,0,0,3,0
"Detox Drops","Lymphatic","2025-03-27",1,29,0,0,29,2.03,31.03,0,1
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-27",1,0,0,0,0,0,0,1,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-27",5,375,-30,0,345,19.05,364.05,3,2
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-27",3,0,0,0,0,0,0,3,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-27",6,7914,0,0,7914,641.37,8555.37,6,0
"(Z) Infrared PEMF Go Mat","Comp","2025-03-27",3,0,0,0,0,0,0,1,2
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-03-27",1,159,-159,0,0,0,0,1,0
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-03-27",1,24.99,-7.49,0,17.5,0,17.5,1,0
"SweatBand","Tools & Accessories","2025-03-27",6,294,-12.25,0,281.75,16.45,298.2,5,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-27",4,6791,-335.6,-1024.34,5431.06,216.91,5647.97,5,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-27",1,609,0,0,609,50.24,659.24,1,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-27",1,39,-7.8,0,31.2,2.52,33.72,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-27",2,50,0,0,50,5.01,55.01,1,1
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-27",1,89,-64.35,0,24.65,1.41,26.06,0,1
"High-Dration Powder","Infrared Sauna","2025-03-27",7,261.3,-7.8,0,253.5,13.98,267.48,1,4
"Red Light Neck Enhancer","Face & Neck","2025-03-27",1,349,0,0,349,31.84,380.84,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-27",9,651,-33.83,0,617.17,47,664.17,3,4
"Red Light Hat","Hair Care","2025-03-27",43,19341.59,-1704.73,0,17636.86,1355.98,18992.84,32,8
"(Z) DailyDOSE Water Bottle","Accessories","2025-03-27",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-27",3,0,0,0,0,0,0,1,2
"Light-Activated Glow Serum","Face & Neck","2025-03-27",7,472.65,-31.05,0,441.6,26.36,467.96,4,3
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-27",5,345,-20.7,0,324.3,22.47,346.77,4,1
"Infrared PEMF Go Mat","PEMF","2025-03-27",4,2855,-218.55,0,2636.45,170.04,2806.49,3,1
"(Z) Glow Serum","Comp","2025-03-27",3,0,0,0,0,0,0,1,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-03-27",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","Rituals & Kits","2025-03-27",2,4782,0,0,4782,412.45,5194.45,2,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-27",8,7425,0,-825,6600,507.38,7107.38,8,1
"Sauna Blanket Bag","Tools & Accessories","2025-03-27",1,99,-42.2,0,56.8,5.4,62.2,0,1
"(Z) Infrared Sauna Blanket","Comp","2025-03-27",8,0,0,0,0,0,0,3,5
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-27",2,1116,0,0,1116,80.92,1196.92,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-27",3,100,0,0,100,6.99,106.99,0,3
"Daily Dose Ritual","Body Care","2025-03-27",1,109,0,0,109,7.22,116.22,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-27",9,3141,-506.05,0,2634.95,188.33,2823.28,9,0
"(Z) Red Light Neck Enhancer","Comp","2025-03-27",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-27",1,89,0,0,89,6.9,95.9,1,0
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-27",2,70,-10.02,0,59.98,4.83,64.81,0,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-27",16,0,0,0,0,0,0,3,12
"High Maintenance Cleaner","Tools & Accessories","2025-03-27",1,69,-2.2,0,66.8,5.52,72.32,0,1
"Turn Me on Kit","Rituals & Kits","2025-03-27",-2,0,0,-1490,-1490,-122.93,-1612.93,0,0
"Mask - Replacement Cord","Replacement Cord","2025-03-27",6,0,0,0,0,0,0,1,2
"Infrared Sauna Blanket","Infrared Sauna","2025-03-27",20,16744.11,-1317.55,-1457.8,13968.76,1082.28,15051.04,20,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-27",4,300,-56.25,0,243.75,17.28,261.03,1,1
"Light-Activated Glow Serum","Face & Neck","2025-03-28",3,207,-0.56,0,206.44,15.12,221.56,2,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-28",6,407.2,-95.25,0,311.95,26.98,338.93,3,2
"Red Light Hat","Hair Care","2025-03-28",19,9984.03,-960.56,-1234.75,7788.72,760.55,8549.27,20,2
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-28",3,0,0,0,0,0,0,1,1
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-28",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-28",12,589.05,-50.7,0,538.35,32.93,571.28,5,5
"High-Dration Powder","Infrared Sauna","2025-03-28",8,306.15,-15.6,0,290.55,21.9,312.45,1,5
"(Z) HigherDOSE Mat Bag","Comp","2025-03-28",1,0,0,0,0,0,0,0,1
